CUST_ID, BALANCE , BALANCE_FREQUENCY , PURCHASES , ONEOFF_PURCHASES , INSTALLMENTS_PURCHASES , CASH_ADVANCE , PURCHASES_FREQUENCY , ONEOFF_PURCHASES_FREQUENCY , PURCHASES_INSTALLMENTS_FREQUENCY , CASH_ADVANCE_FREQUENCY , CASH_ADVANCE_TRX , PURCHASES_TRX , CREDIT_LIMIT , PAYMENTS , MINIMUM_PAYMENTS ,PRC_FULL_PAYMENT,TENURE
C12035,"2,156.62",1,"1,695.00",    ,"1,695.00",90.78,0.33,    ,0.25,0.08,1,10,"2,000.00","2,194.90","2,095.02",0,12
C12036,"2,023.72",1,"1,103.86",253.99,849.87,    ,1,0.25,1,    ,    ,34,"6,500.00",667.73,537.42,0,12
C12037,"1,454.55",0.55,    ,    ,    ,"3,853.34",    ,    ,    ,0.25,10,    ,"4,000.00",555.2,693.58,0,12
C12038,107.8,1,922.64,876.3,46.34,    ,1,1,0.08,    ,    ,16,"9,500.00",912.76,168.17,0.181818,12
C12039,"4,333.60",1,333.08,333.08,    ,72.05,0.42,0.42,    ,0.08,1,7,"12,500.00","1,113.28","1,634.99",0,12
C12040,49.87,1,363.52,124.51,239.01,    ,0.83,0.17,0.67,    ,    ,11,"9,100.00",383.1,175.87,0.181818,12
C12041,0,0.18,96.12,    ,96.12,    ,0.83,    ,0.83,    ,    ,10,"1,500.00",102.85,0.02,0,12
C12042,360.77,1,"2,437.80","1,788.30",649.5,    ,1,1,0.5,    ,    ,30,"7,500.00","2,204.79",186.94,0.083333,12
C12043,"2,675.42",1,55,55,    ,315.4,0.08,0.08,    ,0.25,3,1,"3,000.00",579.53,"1,323.70",0,12
C12044,"2,004.30",1,"1,500.00","1,500.00",    ,    ,0.08,0.08,    ,    ,    ,1,"3,000.00",675.43,672.96,0,12
C12045,216.69,0.55,921.18,469.78,451.4,    ,0.25,0.17,0.17,    ,    ,9,"4,500.00",892.15,69.38,0,12
C12046,"7,119.16",1,"1,370.21",937.65,432.56,"8,527.39",1,1,0.42,0.5,10,18,"12,000.00","19,143.03","2,618.80",0,12
C12047,"2,720.46",1,    ,    ,    ,707.98,    ,    ,    ,0.33,5,    ,"10,000.00","1,462.71",748.96,0,12
C12048,113.12,1,987.23,    ,987.23,    ,1,    ,1,    ,    ,17,"2,500.00","1,081.54",179.82,1,12
C12049,610.68,0.91,"3,724.25","3,301.53",422.72,72.48,1,0.83,1,0.08,1,39,"4,000.00","6,486.90",173.3,0.2,12
C12050,"2,097.47",1,    ,    ,    ,"1,546.05",    ,    ,    ,0.08,2,    ,"3,500.00",510.13,558.16,0,12
C12051,"8,435.19",1,    ,    ,    ,"8,419.83",    ,    ,    ,0.25,15,    ,"9,000.00","10,720.57","3,284.53",0,12
C12052,"1,046.27",1,420.89,45.65,375.24,    ,1,0.08,1,    ,    ,13,"1,000.00",616.19,"8,289.64",0,12
C12053,"1,590.71",1,674.57,674.57,    ,    ,0.75,0.75,    ,    ,    ,11,"1,600.00",830.77,"1,017.53",0,12
C12054,"1,513.08",1,"15,704.04","12,618.86","3,085.18",    ,1,0.92,0.92,    ,    ,185,"3,000.00","14,399.70",310.71,0.916667,12
C12055,"1,683.12",1,98,98,    ,240.3,0.08,0.08,    ,0.17,4,1,"1,800.00",554.1,556.41,0,12
C12056,"2,097.60",1,963.21,963.21,    ,    ,1,1,    ,    ,    ,11,"2,100.00",622.54,"1,252.20",0,6
C12057,"1,060.42",0.82,161.5,161.5,    ,765.75,0.17,0.17,    ,0.17,5,3,"3,700.00","2,333.39",475.98,0.111111,12
C12058,3.03,0.27,37.65,37.65,    ,    ,0.08,0.08,    ,    ,    ,1,"7,500.00",88.09,56.69,0,12
C12059,163.95,0.78,"1,014.21",264.42,749.79,268.07,0.78,0.44,0.67,0.11,1,20,"1,500.00",938.36,127.33,0.6,9
C12060,"2,926.92",1,"1,823.50","1,686.00",137.5,236.9,1,0.75,0.75,0.17,2,23,"7,100.00",792.6,"1,003.87",0,12
C12061,"1,502.44",1,    ,    ,    ,152.14,    ,    ,    ,0.25,4,    ,"1,600.00",404.15,740.84,0,12
C12062,74.83,1,293.5,49,244.5,    ,0.67,0.08,0.58,    ,    ,11,"1,500.00",215.26,138.42,0.272727,12
C12063,398.34,0.27,    ,    ,    ,"3,623.58",    ,    ,    ,0.08,2,    ,"18,000.00","7,705.86",166.97,0,12
C12064,"9,355.74",1,    ,    ,    ,"2,286.93",    ,    ,    ,0.17,4,    ,"10,000.00","2,335.89","2,531.97",0,12
C12065,"1,644.50",1,    ,    ,    ,156.1,    ,    ,    ,0.08,1,    ,"1,950.00",542.41,569.43,0,12
C12066,"8,084.62",1,    ,    ,    ,"4,713.98",    ,    ,    ,0.58,14,    ,"11,000.00","1,910.84","3,385.39",0,12
C12067,"1,418.22",1,"1,003.95",408.83,595.12,    ,0.58,0.17,0.5,    ,    ,15,"11,000.00","2,218.32",454.6,0,12
C12068,828.6,1,"1,115.00","1,115.00",    ,    ,0.08,0.08,    ,    ,    ,1,"1,800.00",268.3,289.11,0,12
C12069,"4,232.35",1,32.35,32.35,    ,    ,0.08,0.08,    ,    ,    ,1,"14,000.00","1,262.61","1,163.80",0,12
C12070,"1,184.59",1,704.4,    ,704.4,61.07,1,    ,0.92,0.08,1,21,"1,200.00",810.83,747.13,0,12
C12071,"3,168.90",0.86,    ,    ,    ,"3,854.44",    ,    ,    ,0.29,6,    ,"4,200.00",390.29,935.43,0,7
C12072,497.73,1,"1,234.50",653,581.5,    ,0.58,0.33,0.42,    ,    ,14,"3,000.00",206.1,382.09,0,12
C12073,868.73,1,463.01,373.65,89.36,546.68,0.42,0.25,0.25,0.17,4,11,"1,000.00",254.64,375.38,0,12
C12074,996.62,0.73,581.8,520,61.8,    ,0.25,0.08,0.17,    ,    ,3,"8,500.00","2,088.92",238.59,0,12
C12075,498.76,1,"1,159.15",119,"1,040.15",    ,1,0.08,1,    ,    ,28,"4,750.00","5,978.81",583.44,0.083333,12
C12076,"2,551.02",1,485.6,303.6,182,    ,0.33,0.08,0.25,    ,    ,7,"4,500.00",478.46,825.27,0,12
C12077,"1,899.22",1,    ,    ,    ,"3,618.30",    ,    ,    ,0.25,4,    ,"8,000.00","7,823.10",452.04,0,12
C12078,"5,919.20",1,"9,321.13","4,678.79","4,642.34",    ,1,1,1,    ,    ,171,"15,000.00","7,303.90","1,395.72",0,12
C12079,"1,780.30",1,"1,907.96",803.17,"1,104.79",727.61,1,0.58,1,0.33,5,36,"10,000.00","2,766.13",391.62,0,12
C12080,133.93,0.27,246.75,246.75,    ,    ,0.42,0.42,    ,    ,    ,5,"11,000.00","7,103.03",151.27,0,12
C12081,"2,567.09",1,"1,875.54",546.14,"1,329.40",598.04,1,0.33,1,0.33,5,52,"3,900.00",772.32,632.99,0,12
C12082,"2,522.04",1,    ,    ,    ,"2,504.27",    ,    ,    ,0.25,3,    ,"7,000.00",519.34,607.3,0,12
C12083,"7,333.44",1,320.8,    ,320.8,"9,733.26",0.83,    ,0.75,1,38,10,"10,000.00","2,036.37","2,529.59",0,12
C12084,763.99,1,245,    ,245,    ,0.67,    ,0.58,    ,    ,10,"1,500.00","1,660.56",344.81,0,12
C12085,"1,193.43",1,689.4,689.4,    ,    ,1,1,    ,    ,    ,12,"3,500.00",328.17,328.05,0,12
C12086,"1,204.10",1,"1,658.81",45.65,"1,613.16",804.56,1,0.08,1,0.08,4,49,"1,000.00","3,051.99","3,497.89",0.083333,12
C12087,595.66,1,"6,562.24","4,892.43","1,669.81",    ,1,1,1,    ,    ,114,"8,000.00","6,240.59",219.06,1,12
C12088,"3,006.59",1,"9,362.96","5,098.75","4,264.21",    ,1,0.92,1,    ,    ,103,"7,500.00","7,079.18",645.4,0,12
C12089,3.31,0.18,60,60,    ,    ,0.08,0.08,    ,    ,    ,1,"11,000.00","1,042.00",,0,12
C12090,53.7,1,114.49,114.49,    ,    ,0.08,0.08,    ,    ,    ,1,"7,500.00",    ,,0,12
C12091,"2,583.72",1,"1,497.02","1,497.02",    ,"1,112.65",0.75,0.75,    ,0.25,5,14,"4,000.00",475.07,848.77,0,12
C12092,311.34,0.91,"3,721.39","3,721.39",    ,    ,0.5,0.5,    ,    ,    ,26,"4,000.00","4,004.91",156.58,0.714286,12
C12093,556.44,0.64,403.3,303.1,100.2,    ,0.67,0.42,0.33,    ,    ,14,"7,500.00","1,318.46",129.68,0,12
C12094,876.58,1,"1,029.94",    ,"1,029.94",    ,1,    ,1,    ,    ,18,"2,000.00","2,221.90",227.64,0,12
C12095,"1,666.22",1,720.48,    ,720.48,"1,143.15",0.83,    ,0.75,0.08,2,15,"2,300.00","2,473.62",462.38,0.083333,12
C12096,101.18,1,807.66,325,482.66,    ,0.92,0.17,0.67,    ,    ,11,"16,000.00",699.47,167.4,0.583333,12
C12097,"5,408.75",1,"1,207.24",979.36,227.88,"3,064.47",0.17,0.17,0.08,0.92,20,18,"7,000.00","3,130.30","2,767.05",0,12
C12098,"1,050.09",1,    ,    ,    ,468.63,    ,    ,    ,0.25,6,    ,"1,500.00",593.78,242.58,0,12
C12099,"3,811.59",1,    ,    ,    ,848.03,    ,    ,    ,0.08,1,    ,"4,500.00","1,431.65","1,496.83",0,12
C12100,"1,672.81",1,299.83,117.39,182.44,113.72,1,0.17,0.92,0.17,2,21,"1,800.00",559.71,523.96,0,12
C12101,"7,105.80",1,    ,    ,    ,"1,648.10",    ,    ,    ,0.08,8,    ,"7,500.00","1,400.28","4,486.83",0,12
C12102,"2,316.11",0.63,86.1,86.1,    ,"4,106.83",0.13,0.13,    ,0.25,13,1,"4,500.00",447.99,"1,309.85",0,8
C12103,"2,377.74",1,"2,527.04",796.66,"1,730.38","2,056.33",1,0.33,1,0.33,6,92,"5,000.00","1,461.37","1,105.55",0,12
C12104,"1,178.90",1,150,    ,150,    ,0.42,    ,0.33,    ,    ,5,"1,200.00",360.3,410.23,0,12
C12105,"1,007.36",1,469.92,    ,469.92,    ,1,    ,1,    ,    ,12,"1,000.00",716.42,871.85,0,12
C12107,"1,035.85",1,69,69,    ,"1,147.36",0.08,0.08,    ,0.33,16,1,"1,200.00","1,483.64",469.23,0,12
C12108,"1,709.69",1,2,2,    ,"5,246.30",0.08,0.08,    ,0.25,6,1,"2,500.00","4,678.25",464.86,0.083333,12
C12109,"2,744.47",1,529,529,    ,"3,082.91",0.17,0.17,    ,0.42,7,5,"6,000.00",914.28,932.39,0,12
C12110,"4,784.71",1,"5,848.99","2,604.00","3,244.99","3,503.55",1,0.58,1,0.17,6,119,"5,000.00","9,006.20","4,513.49",0.083333,12
C12111,193.21,1,"1,937.70","1,937.70",    ,    ,1,1,    ,    ,    ,30,"2,000.00","2,100.80",169.01,0.916667,12
C12112,"4,612.94",0.9,158.2,    ,158.2,"5,391.60",0.3,    ,0.2,0.4,9,3,"6,000.00",756.25,"1,379.47",0,10
C12113,"1,294.26",1,    ,    ,    ,92.84,    ,    ,    ,0.08,1,    ,"1,500.00",308.89,468.19,0,12
C12114,"3,462.48",0.91,    ,    ,    ,200.13,    ,    ,    ,0.42,5,    ,"4,500.00","5,709.18","1,535.93",0.1,12
C12115,"7,842.78",1,"5,930.99","3,862.79","2,068.20",    ,1,0.92,1,    ,    ,168,"11,500.00","12,493.78","1,780.35",0,12
C12116,8.26,0.55,92.46,    ,92.46,    ,0.5,    ,0.42,    ,    ,6,300,127.08,93.72,0.75,12
C12117,"3,474.97",1,324.18,293,31.18,    ,0.33,0.17,0.25,    ,    ,6,"9,500.00",950.74,867.13,0,12
C12118,"2,928.48",1,"5,747.76","4,021.77","1,725.99",    ,1,0.58,1,    ,    ,81,"8,000.00","4,901.16",788.69,0,12
C12119,"3,433.30",1,"4,342.07","4,247.87",94.2,    ,0.83,0.67,0.17,    ,    ,20,"11,000.00","3,903.86",806.99,0,12
C12120,913.52,0.36,    ,    ,    ,"2,768.87",    ,    ,    ,0.08,2,    ,"3,000.00",384.81,912.4,0,12
C12121,"1,262.65",1,329.9,257,72.9,    ,0.33,0.17,0.17,    ,    ,6,"1,800.00",905.86,271.46,0,12
C12122,"4,196.43",1,90.01,90.01,    ,"1,804.83",0.17,0.17,    ,0.25,3,3,"8,000.00",943.45,"1,064.27",0,12
C12124,"1,051.48",1,"3,805.44","2,715.52","1,089.92",    ,1,0.42,1,    ,    ,24,"1,500.00","3,818.15",941.61,0,12
C12125,44.53,0.14,554.16,500,54.16,292.92,0.14,0.14,0.14,0.14,1,3,"1,200.00",    ,,0,7
C12127,137.78,1,    ,    ,    ,"1,936.21",    ,    ,    ,0.17,4,    ,"3,000.00","2,489.26",69.12,0.083333,12
C12128,"2,550.03",0.86,    ,    ,    ,"4,946.96",    ,    ,    ,0.43,8,    ,"10,000.00",266.47,708.1,0,7
C12129,"2,828.77",1,19.98,19.98,    ,    ,0.08,0.08,    ,    ,    ,2,"5,500.00",593.22,"1,159.31",0,12
C12130,"1,452.47",1,205.89,205.89,    ,    ,0.25,0.25,    ,    ,    ,3,"1,600.00",501.66,490.89,0,12
C12131,"2,796.38",1,44.7,    ,44.7,"4,765.92",0.29,    ,0.14,0.43,4,2,"9,000.00","7,821.04",422.31,0,7
C12132,"1,414.88",1,98.08,68.42,29.66,    ,0.17,0.17,0.08,    ,    ,3,"1,500.00",523.24,535.88,0,12
C12133,137.64,1,"1,567.25",60.2,"1,507.05",    ,1,0.08,1,    ,    ,232,"7,000.00","1,541.98",190.25,1,12
C12134,482.8,0.82,"4,240.41","4,240.41",    ,    ,0.33,0.33,    ,    ,    ,4,"6,000.00","6,360.43",127.31,1,12
C12135,291.51,1,698.91,75,623.91,79.01,1,0.08,1,0.08,1,38,"5,000.00",684.7,178.07,0,12
C12136,"4,955.58",1,    ,    ,    ,"3,481.53",    ,    ,    ,0.92,26,    ,"6,500.00","1,252.78","1,572.31",0,12
C12137,876.37,1,"4,537.12","4,285.11",252.01,    ,1,0.75,0.83,    ,    ,56,"2,500.00","2,689.04",350.18,0.333333,12
C12138,"3,250.62",1,247.31,    ,247.31,823.11,0.58,    ,0.5,0.42,6,7,"4,000.00","1,016.49","1,014.86",0,12
C12139,8.05,0.27,55.5,    ,55.5,    ,0.17,    ,0.17,    ,    ,2,"1,200.00",318.84,126.01,0,12
C12140,788.97,1,"4,574.79","4,149.47",425.32,"2,604.90",1,0.58,0.83,0.17,4,46,"9,500.00","5,097.91",366.74,0.083333,12
C12141,"1,364.53",0.82,0.01,0.01,    ,"5,567.60",0.09,0.09,    ,0.27,12,1,"3,000.00","4,022.44",520.26,0.125,11
C12142,25.35,1,355.16,    ,355.16,    ,1,    ,0.92,    ,    ,12,"2,500.00",357.78,170.56,0.75,12
C12143,"2,986.42",1,"5,132.08","4,664.84",467.24,    ,1,1,0.58,    ,    ,66,"10,000.00","11,454.47",910.85,0,12
C12144,"1,389.58",1,712.87,712.87,    ,    ,0.08,0.08,    ,    ,    ,1,"4,500.00",801.19,364.14,0,12
C12145,"8,636.95",1,972.09,43,929.09,"2,590.58",1,0.08,1,0.42,8,26,"10,500.00","2,025.27","2,959.40",0,12
C12146,"7,698.66",1,673.15,574.28,98.87,"6,076.96",0.83,0.25,0.75,0.5,8,14,"12,000.00","1,907.17","2,144.05",0,12
C12147,"1,998.34",1,"2,238.00","1,170.00","1,068.00",    ,0.75,0.58,0.42,    ,    ,22,"6,500.00","1,985.05",464.93,0,12
C12148,"2,048.57",1,"3,111.44","1,671.09","1,440.35",    ,1,0.5,1,    ,    ,50,"6,000.00","1,648.51",685.23,0,12
C12149,463.51,1,    ,    ,    ,"1,166.98",    ,    ,    ,0.33,5,    ,"7,500.00",932.6,167.15,0,12
C12150,"1,109.91",1,"3,150.00","2,430.00",720,    ,1,0.08,1,    ,    ,14,"2,500.00","2,694.97",431.44,0.083333,12
C12151,"1,073.42",1,57,    ,57,    ,0.25,    ,0.17,    ,    ,3,"1,200.00",295.37,320.83,0,12
C12152,"3,386.49",1,560.98,427.22,133.76,"2,008.15",1,0.73,0.36,0.55,9,20,"10,100.00","1,039.00",886.05,0,11
C12153,"1,681.16",0.45,"1,138.85",    ,"1,138.85","4,044.38",0.42,    ,0.33,0.25,6,5,"4,500.00","3,763.24","1,818.17",0,12
C12154,"10,599.44",1,"4,029.24","2,926.43","1,102.81",    ,1,1,1,    ,    ,102,"12,500.00","2,343.31","2,351.64",0,12
C12155,840.5,1,    ,    ,    ,"1,820.49",    ,    ,    ,0.42,5,    ,"6,500.00",805.8,262.8,0,12
C12156,"7,506.91",1,465.36,465.36,    ,"1,609.51",0.25,0.25,    ,0.08,3,4,"12,000.00","1,772.16","2,302.04",0,12
C12157,231.98,0.57,    ,    ,    ,"1,434.14",    ,    ,    ,0.14,1,    ,"1,500.00","2,456.80",85.27,0.5,7
C12158,"4,811.89",1,"4,911.41","4,005.81",905.6,"10,629.81",0.75,0.75,0.25,0.42,14,63,"6,000.00","10,079.39","2,045.06",0.111111,12
C12159,981.1,1,180,    ,180,    ,1,    ,1,    ,    ,12,"1,000.00",330.62,539.54,0,12
C12160,120.22,1,"1,348.08",230.43,"1,117.65",    ,1,0.58,1,    ,    ,50,"12,000.00","1,196.21",183.56,0.75,12
C12161,"2,598.58",1,"4,767.11","2,024.60","2,742.51","3,621.84",1,0.25,1,0.25,9,95,"6,000.00","3,774.69",955.04,0,12
C12162,164.38,0.9,    ,    ,    ,470,    ,    ,    ,0.3,3,    ,"9,500.00",684.4,152.65,0.285714,10
C12163,634.52,0.67,    ,    ,    ,"1,176.86",    ,    ,    ,0.33,4,    ,"1,200.00",80.19,199.75,0,6
C12164,"1,134.65",1,143.12,143.12,    ,    ,0.1,0.1,    ,    ,    ,1,"1,200.00",289.97,286.85,0,10
C12165,26.33,0.64,266.71,    ,266.71,    ,0.42,    ,0.42,    ,    ,5,"2,000.00",477.59,184.74,0.571429,12
C12166,"1,756.08",1,    ,    ,    ,954.82,    ,    ,    ,0.17,3,    ,"6,000.00","1,083.41",673.45,0,12
C12167,"3,214.53",1,    ,    ,    ,"15,081.70",    ,    ,    ,0.42,16,    ,"11,500.00","20,500.17",799.44,0.25,12
C12168,41.94,0.55,717.92,122.86,595.06,    ,0.5,0.17,0.42,    ,    ,10,"13,000.00",628.81,92.9,0.4,12
C12169,"1,346.31",1,652.13,567.76,84.37,    ,0.5,0.42,0.08,    ,    ,10,"6,000.00",385.15,275.43,0,12
C12170,329.39,1,72.84,72.84,    ,    ,0.08,0.08,    ,    ,    ,1,"3,000.00",467.67,216.29,0,12
C12171,"2,537.89",1,    ,    ,    ,354.35,    ,    ,    ,0.25,3,    ,"3,000.00",622.53,622.65,0,12
C12172,"3,287.23",1,    ,    ,    ,"3,190.53",    ,    ,    ,0.25,3,    ,"8,500.00","1,339.97",880.46,0,12
C12173,84.07,1,852.26,265.92,586.34,    ,1,1,0.25,    ,    ,20,"18,500.00",643.54,181.2,0.916667,12
C12174,"1,721.23",1,    ,    ,    ,369.26,    ,    ,    ,0.67,9,    ,"1,800.00",714.01,659.75,0,12
C12175,232,1,"2,310.21","1,660.51",649.7,    ,1,1,0.92,    ,    ,67,"3,000.00","1,871.66",173.61,0.727273,12
C12176,430.28,1,888.85,278.63,610.22,    ,1,0.17,1,    ,    ,27,"3,500.00","1,134.36",185.28,0.5,12
C12177,"1,956.30",1,    ,    ,    ,211.1,    ,    ,    ,0.33,4,    ,"2,100.00",634.79,808.54,0,12
C12178,916.2,1,"1,827.62","1,408.82",418.8,    ,0.83,0.5,0.67,    ,    ,34,"1,200.00","1,731.21",253.77,0,12
C12179,699.59,1,796.11,796.11,    ,    ,0.08,0.08,    ,    ,    ,1,"6,000.00",807.67,"1,559.81",0,12
C12180,"4,478.31",1,"2,461.90","2,461.90",    ,202.82,0.17,0.17,    ,0.17,2,13,"5,000.00","1,041.83","1,143.94",0,12
C12181,740.83,1,"2,055.13",302.05,"1,753.08",    ,1,0.92,1,    ,    ,74,"7,500.00","1,631.17",217.08,0,12
C12182,120.98,1,"1,122.17",802.77,319.4,    ,1,1,0.33,    ,    ,29,"6,000.00","1,138.14",162.53,0.636364,12
C12183,"1,477.10",1,    ,    ,    ,960.92,    ,    ,    ,0.11,1,    ,"1,800.00",338.02,418.24,0,9
C12184,"1,301.80",1,    ,    ,    ,"1,378.86",    ,    ,    ,0.08,2,    ,"4,500.00","1,009.40",280.24,0,12
C12185,"1,222.16",1,    ,    ,    ,"2,397.68",    ,    ,    ,0.42,10,    ,"3,000.00",385.29,473.11,0,12
C12186,"4,059.06",1,    ,    ,    ,"4,328.33",    ,    ,    ,0.33,4,    ,"6,500.00","1,127.49","1,005.22",0,12
C12187,"1,189.67",0.91,    ,    ,    ,"1,454.88",    ,    ,    ,0.08,3,    ,"1,500.00","1,656.77",364.19,0,12
C12188,"1,220.36",1,568.3,    ,568.3,    ,0.83,    ,0.75,    ,    ,10,"3,000.00",902.08,411.54,0,12
C12189,"1,167.86",1,94.7,94.7,    ,187.82,0.17,0.17,    ,0.42,5,2,"1,200.00",350.85,284.61,0,12
C12190,"2,508.41",1,875.05,509.9,365.15,    ,1,0.5,1,    ,    ,29,"2,600.00","1,261.11","1,209.12",0,12
C12191,208.36,1,"2,252.77",238,"2,014.77",    ,1,0.33,1,    ,    ,30,"10,000.00","2,018.39",178.93,0.833333,12
C12192,33.53,0.82,477.5,193.5,284,    ,0.58,0.17,0.33,    ,    ,17,"3,000.00",591.87,157.37,0.625,12
C12194,478.83,1,"1,060.99","1,040.99",20,    ,0.17,0.08,0.08,    ,    ,4,"1,300.00","1,162.79",208.56,0,12
C12195,132.73,0.91,739.98,    ,739.98,    ,0.5,    ,0.42,    ,    ,6,"9,500.00","1,167.35",172.96,0.5,12
C12196,312.64,1,"3,866.29",808.12,"3,058.17",    ,1,1,1,    ,    ,95,"7,500.00","3,688.89",190.89,0.75,12
C12197,"2,235.73",1,83,38,45,481.39,0.33,0.08,0.17,0.17,5,4,"2,500.00",568.34,606.89,0,12
C12198,"7,021.94",1,    ,    ,    ,"3,217.33",    ,    ,    ,0.67,12,    ,"7,500.00","2,955.43","2,793.75",0,12
C12199,309.15,1,"3,157.86","1,178.02","1,979.84",    ,1,0.92,1,    ,    ,31,"7,000.00","3,291.32",170.01,0.833333,12
C12200,273.25,1,60,60,    ,    ,0.08,0.08,    ,    ,    ,1,"2,300.00",111.56,208.98,0,12
C12201,31.3,1,84,    ,84,    ,1,    ,1,    ,    ,12,"1,000.00",91.67,165.66,0,12
C12202,374.55,1,279,    ,279,    ,0.33,    ,0.25,    ,    ,4,"1,400.00",426.26,211.76,0,12
C12203,146.76,1,"1,664.95",64.17,"1,600.78",    ,1,0.17,1,    ,    ,55,"4,000.00","1,458.49",188.64,0.75,12
C12204,422.72,0.73,344.86,344.86,    ,    ,0.25,0.25,    ,    ,    ,4,"8,500.00","1,499.60",185.22,0,12
C12205,"1,571.38",1,"1,849.26","1,616.76",232.5,    ,1,1,0.5,    ,    ,19,"7,000.00","1,522.90",414.78,0,12
C12206,"2,696.77",1,    ,    ,    ,139.4,    ,    ,    ,0.08,1,    ,"3,000.00",685.05,919.46,0,12
C12207,"3,932.48",1,"1,674.11",649,"1,025.11",    ,1,0.33,1,    ,    ,43,"11,500.00","1,166.12",954.24,0,12
C12208,349.09,0.82,"2,569.94","2,569.94",    ,186.42,0.36,0.36,    ,0.09,1,8,"5,000.00","3,362.88",164.4,0.714286,11
C12209,12.28,0.1,153.11,153.11,    ,    ,0.2,0.2,    ,    ,    ,2,"9,000.00",    ,,0,10
C12210,"6,460.84",1,"6,814.47","6,814.47",    ,    ,1,1,    ,    ,    ,15,"13,000.00","1,917.82","1,643.13",0,12
C12211,139.45,0.73,843.03,    ,843.03,    ,0.58,    ,0.58,    ,    ,7,"2,200.00","1,312.38",179.55,0,12
C12212,"1,777.44",1,78.47,    ,78.47,332.14,0.5,    ,0.42,0.08,2,7,"8,500.00","3,799.47",499.54,0,12
C12213,805.52,1,"4,019.28","4,019.28",    ,    ,0.83,0.83,    ,    ,    ,19,"4,500.00","3,728.71",276.01,0.272727,12
C12214,713.96,1,542.96,452.96,90,268.41,0.83,0.42,0.42,0.17,4,13,"2,500.00",195.49,229.47,0,12
C12215,"1,784.42",0.82,    ,    ,    ,"3,923.43",    ,    ,    ,0.25,4,    ,"3,000.00","2,804.40",853.68,0.111111,12
C12216,"1,441.68",1,    ,    ,    ,914.79,    ,    ,    ,0.08,1,    ,"6,500.00",568.21,308.89,0,12
C12217,226.03,1,435.08,435.08,    ,    ,0.92,0.92,    ,    ,    ,15,"7,500.00","3,796.01",180.31,0.2,12
C12218,13.04,0.82,197,    ,197,    ,0.5,    ,0.42,    ,    ,6,"1,000.00",224.84,89.19,0.444444,12
C12219,"4,223.87",1,"2,514.74","1,597.67",917.07,"3,444.75",1,1,0.83,0.33,11,53,"5,500.00",964.94,"1,676.60",0,6
C12220,"5,067.58",1,714.68,402.68,312,726.96,1,0.08,1,0.08,2,14,"5,000.00","1,649.12","2,967.75",0,12
C12221,62.79,1,802.1,802.1,    ,    ,0.92,0.92,    ,    ,    ,21,"13,000.00",710.24,171.21,0.818182,12
C12222,"3,188.47",1,    ,    ,    ,"1,673.75",    ,    ,    ,0.08,1,    ,"4,500.00",715.12,"1,220.50",0,12
C12223,"2,737.42",1,    ,    ,    ,257.15,    ,    ,    ,0.25,6,    ,"3,000.00",944.59,"1,249.70",0,12
C12224,"1,502.93",1,"2,635.90","2,116.92",518.98,    ,1,0.75,0.75,    ,    ,54,"4,500.00",951.37,293.13,0,12
C12225,951.06,1,"1,699.87","1,262.04",437.83,    ,1,0.67,0.75,    ,    ,31,"1,800.00","2,096.12",306.05,0.083333,12
C12226,"10,905.05",1,431.93,133.5,298.43,"47,137.21",0.58,0.25,0.5,1,123,21,"19,600.00","39,048.60","5,394.17",0,12
C12227,68.21,0.27,780,780,    ,    ,0.17,0.17,    ,    ,    ,2,"3,200.00",196.17,14.04,0,12
C12228,"1,297.15",1,839.14,419.88,419.26,    ,0.83,0.33,0.67,    ,    ,16,"6,000.00",362.34,295.3,0,12
C12229,121.02,1,"1,850.23",    ,"1,850.23",    ,1,    ,0.92,    ,    ,18,"14,000.00","1,826.88",176.63,0.833333,12
C12230,"1,003.70",0.82,50,50,    ,457.65,0.08,0.08,    ,0.25,5,1,"3,500.00","3,389.04",260.17,0,12
C12231,"1,094.30",1,"1,967.86",558.69,"1,409.17",    ,1,0.5,1,    ,    ,140,"11,500.00","1,413.12",387.05,0,12
C12232,"1,467.16",1,"1,313.26",    ,"1,313.26",    ,1,    ,1,    ,    ,28,"11,500.00","1,129.25",429.76,0,12
C12233,"1,649.28",1,    ,    ,    ,253.55,    ,    ,    ,0.58,8,    ,"1,800.00",574.23,788.72,0,12
C12234,"2,660.42",1,    ,    ,    ,382.27,    ,    ,    ,0.17,2,    ,"5,000.00",846.4,687.08,0,12
C12235,44.2,0.64,504,    ,504,    ,1,    ,0.92,    ,    ,20,"2,500.00",818.64,81.77,0,12
C12236,379.77,1,493.5,493.5,    ,    ,0.25,0.25,    ,    ,    ,3,"4,000.00","3,308.05","3,396.36",0.272727,12
C12237,7.07,0.18,133.16,    ,133.16,    ,0.17,    ,0.08,    ,    ,2,"16,000.00",    ,,0,12
C12238,"1,051.22",0.91,    ,    ,    ,"3,700.15",    ,    ,    ,0.45,25,    ,"1,600.00","3,263.47",461.04,0.090909,11
C12239,447.94,1,"1,907.20",    ,"1,907.20",    ,0.83,    ,0.83,    ,    ,10,"9,500.00","2,111.92",170.57,0,12
C12240,"1,089.53",1,    ,    ,    ,76.03,    ,    ,    ,0.08,1,    ,"1,200.00",371.9,421.75,0,12
C12241,"1,432.33",0.63,    ,    ,    ,"3,771.12",    ,    ,    ,0.63,15,    ,"5,000.00",138.86,531.2,0,8
